candidateActorId,normalizedName,displayName,sourceSystemCount,sourceSystems,venueCount,venues,candidateType,sourceRecordCount,issueDomains,totalActivityAmount,sourceRecordSamples,candidateUse,reviewAction,claimBoundary
cand-1e27ea413449,IMPERIAL FORESTRY,"IMPERIAL FORESTRY, INCORPORATED",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,31,procurement,5.5606,USAspending national actions:usaspending-procurement-national-actions.csv:12048924F0055|12048924F0055|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L5724F0003|140L5724F0003|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L3724F0023|140L3724F0023|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L3724F0123|140L3724F0123|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140FS324F0053|140FS324F0053|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L3724F0115|140L3724F0115|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L3724F0190|140L3724F0190|C9KKR521WLG3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L3624F0028|140L3624F0028|C9KKR521WLG3:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-eaaec866c868,SALVATION ARMY,THE SALVATION ARMY,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,7,procurement,5.2220,USAspending national actions:usaspending-procurement-national-actions.csv:36C26124N0093|36C26124N0093|LF19U9DKFQM6:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24624N0147|36C24624N0147|HK75XS72JB93:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C26124N0028|36C26124N0028|LF19U9DKFQM6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C26124N0093|36C26124N0093|LF19U9DKFQM6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24624N0147|36C24624N0147|HK75XS72JB93:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C26124N0028|36C26124N0028|LF19U9DKFQM6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C26124N0050|36C26124N0050|LF19U9DKFQM6:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-6696b5fbdd09,CRASSOCIATES,"CRASSOCIATES, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,4,procurement,5.1151,USAspending national actions:usaspending-procurement-national-actions.csv:36C25624N0043|36C25624N0043|XJLVCD9P61V1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25624N0043|36C25624N0043|XJLVCD9P61V1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25624N0075|36C25624N0075|XJLVCD9P61V1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25723C0013|36C25723C0013|XJLVCD9P61V1:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-8f952ddfb7ee,LOGISTICS SUPPORT SERVICES JV,LOGISTICS SUPPORT SERVICES JV LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,3,procurement,4.7138,USAspending national actions:usaspending-procurement-national-actions.csv:SP330024F5004|SP330024F5004|DAWVNNLHTDM8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SP330024F5004|SP330024F5004|DAWVNNLHTDM8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SP330024F5026|SP330024F5026|DAWVNNLHTDM8:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-0351fccc2dc9,HAWK NIKING,"HAWK-NIKING, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,4.3258,USAspending national actions:usaspending-procurement-national-actions.csv:N6274224F4025|N6274224F4025|VRDADEV476J3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N6274224F4025|N6274224F4025|VRDADEV476J3:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-6eb78cd06d02,ASPEN HELICOPTERS,ASPEN HELICOPTERS INC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,4.2128,USAspending national actions:usaspending-procurement-national-actions.csv:HTC71122CR001|HTC71122CR001|Z6EFDFFV6C83:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0424FE001|140D0424FE001|Z6EFDFFV6C83:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-087a26363133,ALDEN ESTATES NAPERVILLE,"ALDEN ESTATES OF NAPERVILLE, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,3.9038,USAspending national actions:usaspending-procurement-national-actions.csv:36C25224K0057|36C25224K0057|C2T9JYZQ37V5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25224K0057|36C25224K0057|C2T9JYZQ37V5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-f7f0baffceed,STONE COUNTY REHABILITATION NURSING CENTER,"STONE COUNTY REHABILITATION AND NURSING CENTER, INC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,3.6058,USAspending national actions:usaspending-procurement-national-actions.csv:36C25624K0015|36C25624K0015|WMDTLMSMF2B5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25624K0015|36C25624K0015|WMDTLMSMF2B5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-19d34896b118,WASTE MANAGEMENT NEW JERSEY,"WASTE MANAGEMENT OF NEW JERSEY, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,7,procurement,3.2727,USAspending national actions:usaspending-procurement-national-actions.csv:FA448424F0008|FA448424F0008|KFGMPHRLLJN8:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA448424F0003|FA448424F0003|KFGMPHRLLJN8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA448424F0008|FA448424F0008|KFGMPHRLLJN8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA448424F0003|FA448424F0003|KFGMPHRLLJN8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70Z08423PCMAY0001|70Z08423PCMAY0001|KXLNDCK3GKK5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70Z08423PCMAY0001|70Z08423PCMAY0001|KXLNDCK3GKK5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70Z08418CAA551700|70Z08418CAA551700|KXLNDCK3GKK5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-113a263d69de,HAMILTON ALLIANCE,HAMILTON ALLIANCE INC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,19,procurement,3.1867,USAspending national actions:usaspending-procurement-national-actions.csv:36C24922P0009|36C24922P0009|KG1LP5G9GFA3:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24722P0034|36C24722P0034|KG1LP5G9GFA3:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24720C0119|36C24720C0119|KG1LP5G9GFA3:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C25223P0073|36C25223P0073|KG1LP5G9GFA3:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C25721P0002|36C25721P0002|KG1LP5G9GFA3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W912QR24F0081|W912QR24F0081|KG1LP5G9GFA3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24922P0009|36C24922P0009|KG1LP5G9GFA3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24722P0034|36C24722P0034|KG1LP5G9GFA3:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-19a2afa46e20,ENVIRONMENTAL MANAGEMENT PLANNING SOLUTIONS,ENVIRONMENTAL MANAGEMENT & PLANNING SOLUTIONS LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,5,procurement,3.1227,USAspending national actions:usaspending-procurement-national-actions.csv:AG91S8D170042|AG91S8D170042|H8GMR61MW2C9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140R3023F0110|140R3023F0110|H8GMR61MW2C9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L2222F0004|140L2222F0004|H8GMR61MW2C9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140L1722F0025|140L1722F0025|H8GMR61MW2C9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:AG91S8D170042|AG91S8D170042|H8GMR61MW2C9:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-8b88b7428b63,SYN TECH SYSTEM,"SYN-TECH SYSTEM, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,6,procurement,3.0429,USAspending national actions:usaspending-procurement-national-actions.csv:SPE8EF24V0414|SPE8EF24V0414|L8MEEJKUJJ86:recipient | USAspending agency actions:usaspending-procurement-actions.csv:12305B24P0068|12305B24P0068|L8MEEJKUJJ86:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SPE8EF24V0414|SPE8EF24V0414|L8MEEJKUJJ86:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70B03C24F00000317|70B03C24F00000317|L8MEEJKUJJ86:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70B03C24F00000346|70B03C24F00000346|L8MEEJKUJJ86:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70B03C24F00000678|70B03C24F00000678|L8MEEJKUJJ86:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-c42d7dcf0f7c,IWAKUNI CITY WATERWORKS BUREAU,IWAKUNI CITY WATERWORKS BUREAU,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,3.0090,USAspending national actions:usaspending-procurement-national-actions.csv:FA520924F9015|FA520924F9015|C182HG86TX58:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA520924F9015|FA520924F9015|C182HG86TX58:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-81675b543ed9,D VILLE OPCO,"D'VILLE OPCO, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,2.8296,USAspending national actions:usaspending-procurement-national-actions.csv:36C25624N0123|36C25624N0123|TPENEC6SQBN5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C25624N0123|36C25624N0123|TPENEC6SQBN5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-fc2f7c8bfb84,TERA CONSULTING,TERA CONSULTING INC.,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,4,procurement,2.6000,USAspending national actions:usaspending-procurement-national-actions.csv:FA441724FG102|FA441724FG102|PG4WWPKBCCZ7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:693JF724F00057N|693JF724F00057N|PG4WWPKBCCZ7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:693JF724F00088N|693JF724F00088N|PG4WWPKBCCZ7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0016424FP1137|N0016424FP1137|PG4WWPKBCCZ7:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-d5323d7bfbdb,RGH ENTERPRISES,"RGH ENTERPRISES, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,5,procurement,2.3940,USAspending national actions:usaspending-procurement-national-actions.csv:36C24424N0006|36C24424N0006|FZM1LACZMMH4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24424N0006|36C24424N0006|FZM1LACZMMH4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24424N0004|36C24424N0004|FZM1LACZMMH4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24524F0050|36C24524F0050|FZM1LACZMMH4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24424N0007|36C24424N0007|FZM1LACZMMH4:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-fc8cb9c3875e,B H INTERNATIONAL,B & H INTERNATIONAL LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,26,procurement,1.9828,USAspending national actions:usaspending-procurement-national-actions.csv:140P8324P0057|140P8324P0057|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HE0N24P0004|68HE0N24P0004|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89503123PWA000682|89503123PWA000682|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89503424PWA001789|89503424PWA001789|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89503124PWA000807|89503124PWA000807|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140G0324P0012|140G0324P0012|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140R1724P0027|140R1724P0027|JUHQFKK16M15:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140P8324P0057|140P8324P0057|JUHQFKK16M15:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-00c18ff3930a,GLOBAL AUTOMOTIVE,"GLOBAL AUTOMOTIVE, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,33,procurement,1.9360,USAspending national actions:usaspending-procurement-national-actions.csv:47QMCA24F0CDE|47QMCA24F0CDE|K74VFQ96PKR3:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:47QMCA24F0MR5|47QMCA24F0MR5|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F01MX|47QMCA24F01MX|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F01P6|47QMCA24F01P6|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F055Z|47QMCA24F055Z|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F02XS|47QMCA24F02XS|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F05A8|47QMCA24F05A8|K74VFQ96PKR3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:47QMCA24F0CDE|47QMCA24F0CDE|K74VFQ96PKR3:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-17e5778242bb,DIAGNOSTICA STAGO,DIAGNOSTICA STAGO INC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,33,procurement,1.8066,USAspending national actions:usaspending-procurement-national-actions.csv:36C25624N0079|36C25624N0079|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24624N0125|36C24624N0125|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24624N0120|36C24624N0120|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C25624N0040|36C25624N0040|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C25624N0222|36C25624N0222|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24624N0123|36C24624N0123|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24624N0119|36C24624N0119|ND7MY2A4ZUE9:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C24524N0051|36C24524N0051|ND7MY2A4ZUE9:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-e6681de2244e,MARATHON PETROLEUM,MARATHON PETROLEUM COMPANY LP,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.6238,USAspending national actions:usaspending-procurement-national-actions.csv:SPE60224FY531|SPE60224FY531|LEM4ASHMJES5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SPE60224FY531|SPE60224FY531|LEM4ASHMJES5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-1d77697ae4b5,CONFIRMATION CONSULTING,CONFIRMATION CONSULTING LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.5694,USAspending national actions:usaspending-procurement-national-actions.csv:36C24524N0073|36C24524N0073|EFULGBLG3MN7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24524N0073|36C24524N0073|EFULGBLG3MN7:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-78ee9d5976c9,ALLIED DEFENSE INDUSTRIES,"ALLIED DEFENSE INDUSTRIES, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,6,procurement,1.5444,USAspending national actions:usaspending-procurement-national-actions.csv:W51B2824FJ028|W51B2824FJ028|ESM9CL75DQG8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W51B2824FJ166|W51B2824FJ166|ESM9CL75DQG8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W51B2824FJ300|W51B2824FJ300|ESM9CL75DQG8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W51B2824FJ434|W51B2824FJ434|ESM9CL75DQG8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SPE4A524V2324|SPE4A524V2324|ESM9CL75DQG8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SPE7L124P7068|SPE7L124P7068|ESM9CL75DQG8:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-60f9feb042e9,ACUITY EXEMPLAR JV,ACUITY-EXEMPLAR JV,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.4840,USAspending national actions:usaspending-procurement-national-actions.csv:FA303020C0003|FA303020C0003|D5DBTWWF9G88:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA303020C0003|FA303020C0003|D5DBTWWF9G88:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-9d8f7cdf34d6,MVATION WORLDWIDE,"MVATION WORLDWIDE, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,48,procurement,1.4678,USAspending national actions:usaspending-procurement-national-actions.csv:FA480124FG008|FA480124FG008|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA703724FG002|FA703724FG002|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA820124FG002|FA820124FG002|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA462524FG063|FA462524FG063|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA480024FG093|FA480024FG093|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA500024FG052|FA500024FG052|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA520524FG040|FA520524FG040|HNFLF1JCTF37:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA468624FG037|FA468624FG037|HNFLF1JCTF37:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-9358fd0ef4b7,JLM STAFFING SOLUTIONS,JLM STAFFING SOLUTIONS,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.3846,USAspending national actions:usaspending-procurement-national-actions.csv:FA930124F0029|FA930124F0029|XE2NLKCFPFF6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA930124F0029|FA930124F0029|XE2NLKCFPFF6:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-46caa471c9eb,ONE LAMBDA,"ONE LAMBDA, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.3134,USAspending national actions:usaspending-procurement-national-actions.csv:36C26324N0138|36C26324N0138|YXYJG67KTLL7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C26324N0138|36C26324N0138|YXYJG67KTLL7:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-745a47b724a3,HEALTH HOSPITAL MARION COUNTY,"HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY, THE",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,4,procurement,1.2683,USAspending national actions:usaspending-procurement-national-actions.csv:36C24924K0424|36C24924K0424|Y5MKMLJYDL34:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24924K0424|36C24924K0424|Y5MKMLJYDL34:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24924K0244|36C24924K0244|Y5MKMLJYDL34:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C24924K0358|36C24924K0358|Y5MKMLJYDL34:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-9f9dbbb4f394,ANSYS GOVERNMENT INITIATIVES,"ANSYS GOVERNMENT INITIATIVES, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,15,procurement,1.2641,USAspending national actions:usaspending-procurement-national-actions.csv:FA255024F0013|FA255024F0013|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA255024F0013|FA255024F0013|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24PA107|80NSSC24PA107|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24F0028|80NSSC24F0028|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24FA016|80NSSC24FA016|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24F0059|80NSSC24F0059|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24F0055|80NSSC24F0055|XQLLG2X727C4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80NSSC24F0048|80NSSC24F0048|XQLLG2X727C4:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-d819c6f600aa,SOUTH NATIONAL FOR LOGISTICS,SOUTH NATIONAL FOR LOGISTICS LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1.2258,USAspending national actions:usaspending-procurement-national-actions.csv:SPE60524FZA1F|SPE60524FZA1F|DE4QKP8JCFL5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:SPE60524FZA1F|SPE60524FZA1F|DE4QKP8JCFL5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
